order_id,customer_id,order_date,meal_category,dietary_preference,order_value
1193,201,2024-10-08,Breakfast,Vegetarian,43.11
1194,201,2024-10-09,Breakfast,Vegetarian,40.22
1195,201,2024-10-09,Breakfast,Vegetarian,24.99
1196,201,2024-10-12,Breakfast,Vegetarian,28.4
1197,201,2024-10-10,Dinner,Vegetarian,39.92
1198,202,2024-09-23,Lunch,Gluten-Free,42.35
1199,202,2024-09-28,Breakfast,Gluten-Free,27.32
1200,202,2024-10-02,Dinner,Gluten-Free,45.3
1201,202,2024-09-17,Lunch,Gluten-Free,46.61
1202,202,2024-09-18,Dinner,Gluten-Free,27.23
1203,202,2024-10-01,Breakfast,Gluten-Free,14.77
1204,202,2024-09-21,Breakfast,Gluten-Free,12.49
1205,202,2024-09-12,Dinner,Gluten-Free,48.39
1206,203,2024-02-14,Breakfast,Keto,35.89
1207,203,2024-02-17,Breakfast,Keto,17.95
1208,203,2024-02-15,Lunch,Keto,46.16
1209,203,2024-02-17,Dinner,Keto,19.51
1210,203,2024-02-14,Breakfast,Keto,36.95
1211,203,2024-02-16,Lunch,Keto,18.82
1212,203,2024-02-14,Dinner,Keto,48.77
1213,203,2024-02-13,Dinner,Keto,39.2
1214,204,2024-09-11,Lunch,Keto,18.27
1215,204,2024-09-29,Lunch,Keto,47.65
1216,204,2024-09-11,Lunch,Keto,13.06
1217,204,2024-09-14,Breakfast,Keto,14.87
1218,204,2024-09-19,Dinner,Keto,15.84
1219,204,2024-09-28,Dinner,Keto,36.84
1220,204,2024-09-12,Lunch,Keto,22.84
1221,204,2024-09-25,Lunch,Keto,36.55
1222,204,2024-09-01,Breakfast,Keto,30.61
1223,204,2024-09-27,Dinner,Keto,27.95
1224,205,2023-12-02,Breakfast,Keto,14.07
1225,206,2024-12-05,Lunch,Vegan,30.97
1226,206,2024-11-28,Lunch,Vegan,38.61
1227,206,2024-11-28,Lunch,Vegan,35.28
1228,206,2024-12-04,Breakfast,Vegan,47.03
1229,206,2024-12-09,Lunch,Vegan,34.72
1230,206,2024-12-11,Breakfast,Vegan,25.41
1231,206,2024-12-04,Lunch,Vegan,27.33
1232,206,2024-12-20,Dinner,Vegan,43.38
1233,206,2024-11-22,Dinner,Vegan,43.71
1234,206,2024-11-22,Lunch,Vegan,18.02
1235,207,2024-02-09,Dinner,Vegetarian,43.45
1236,207,2024-02-08,Lunch,Vegetarian,33.53
1237,207,2024-02-03,Lunch,Vegetarian,32.83
1238,207,2024-02-03,Breakfast,Vegetarian,11.4
1239,207,2024-02-05,Dinner,Vegetarian,12.19
1240,207,2024-02-09,Breakfast,Vegetarian,20.78
1241,207,2024-02-09,Dinner,Vegetarian,16.51
1242,207,2024-02-07,Breakfast,Vegetarian,48.79
1243,207,2024-02-06,Lunch,Vegetarian,35.37
1244,208,2024-02-05,Breakfast,Keto,39.87
1245,208,2024-02-08,Breakfast,Keto,38.97
1246,208,2024-02-07,Breakfast,Keto,26.14
1247,209,2024-08-21,Lunch,Vegan,20.54
1248,210,2024-01-28,Lunch,Vegetarian,35.26
1249,210,2024-02-07,Lunch,Vegetarian,19.56
1250,210,2024-02-03,Lunch,Vegetarian,36.11
1251,210,2024-01-26,Lunch,Vegetarian,40.81
1252,210,2024-01-27,Dinner,Vegetarian,28.37
1253,210,2024-02-12,Breakfast,Vegetarian,37.82
1254,210,2024-01-26,Breakfast,Vegetarian,11.28
1255,210,2024-02-11,Breakfast,Vegetarian,10.98
1256,211,2024-09-04,Breakfast,None,16.55
1257,211,2024-09-02,Dinner,None,20.85
1258,211,2024-09-01,Lunch,None,39.65
1259,211,2024-09-04,Lunch,None,11.39
1260,211,2024-09-06,Lunch,None,32.82
1261,212,2024-04-18,Breakfast,None,23.43
1262,212,2024-04-18,Lunch,None,25.26
1263,212,2024-04-22,Dinner,None,46.71
1264,212,2024-04-22,Lunch,None,11.79
1265,212,2024-04-23,Dinner,None,44.69
1266,212,2024-04-21,Dinner,None,19.38
1267,212,2024-04-19,Lunch,None,22.79
1268,212,2024-04-17,Breakfast,None,15.2
1269,212,2024-04-20,Breakfast,None,17.17
1270,213,2024-09-11,Breakfast,Vegetarian,30.08
1271,213,2024-09-05,Breakfast,Vegetarian,17.0
1272,213,2024-09-10,Dinner,Vegetarian,24.24
1273,214,2024-03-14,Dinner,Gluten-Free,21.25
1274,214,2024-02-19,Dinner,Gluten-Free,26.84
1275,214,2024-02-20,Dinner,Gluten-Free,30.43
1276,214,2024-03-03,Lunch,Gluten-Free,39.38
1277,214,2024-03-05,Dinner,Gluten-Free,14.9
1278,214,2024-02-29,Dinner,Gluten-Free,23.94
1279,214,2024-02-22,Dinner,Gluten-Free,10.12
1280,215,2024-08-01,Breakfast,Vegan,39.56
1281,215,2024-08-07,Dinner,Vegan,49.42
1282,215,2024-07-28,Breakfast,Vegan,18.9
1283,215,2024-08-06,Breakfast,Vegan,25.71
1284,215,2024-08-12,Dinner,Vegan,26.0
1285,215,2024-08-10,Lunch,Vegan,24.19
1286,215,2024-07-27,Lunch,Vegan,33.7
1287,215,2024-07-27,Dinner,Vegan,45.11
1288,215,2024-07-27,Breakfast,Vegan,20.83
1289,215,2024-08-04,Dinner,Vegan,40.16
1290,216,2024-09-24,Lunch,Vegetarian,20.01
1291,217,2024-04-27,Lunch,Keto,19.61
1292,217,2024-04-26,Dinner,Keto,24.9
1293,218,2024-06-05,Breakfast,Gluten-Free,42.66
1294,218,2024-06-12,Lunch,Gluten-Free,49.7
1295,218,2024-05-17,Breakfast,Gluten-Free,20.51
1296,218,2024-05-20,Lunch,Gluten-Free,16.33
1297,218,2024-06-09,Dinner,Gluten-Free,13.99
1298,218,2024-05-29,Breakfast,Gluten-Free,47.38
1299,218,2024-05-27,Lunch,Gluten-Free,27.15
1300,218,2024-05-27,Breakfast,Gluten-Free,15.68
1301,218,2024-05-24,Breakfast,Gluten-Free,47.26
1302,219,2024-10-11,Lunch,Gluten-Free,18.45
1303,219,2024-10-11,Breakfast,Gluten-Free,27.92
1304,219,2024-10-10,Lunch,Gluten-Free,26.53
1305,219,2024-10-15,Breakfast,Gluten-Free,31.97
1306,219,2024-10-14,Dinner,Gluten-Free,29.68
1307,219,2024-10-12,Breakfast,Gluten-Free,17.14
1308,219,2024-10-15,Dinner,Gluten-Free,34.23
1309,219,2024-10-16,Breakfast,Gluten-Free,34.45
1310,219,2024-10-13,Dinner,Gluten-Free,42.48
1311,220,2024-08-26,Breakfast,None,30.41
1312,220,2024-08-30,Breakfast,None,22.0
1313,220,2024-08-05,Lunch,None,16.69
1314,220,2024-08-10,Lunch,None,45.78
1315,220,2024-08-14,Breakfast,None,37.72
1316,220,2024-08-19,Lunch,None,34.98
1317,220,2024-08-25,Lunch,None,27.94
1318,220,2024-08-25,Lunch,None,33.28
1319,221,2023-12-19,Breakfast,Vegetarian,41.88
1320,221,2023-12-30,Breakfast,Vegetarian,32.07
1321,222,2024-08-04,Breakfast,Vegan,18.19
1322,223,2024-11-10,Lunch,Gluten-Free,36.18
1323,223,2024-11-05,Dinner,Gluten-Free,20.09
1324,224,2024-10-07,Lunch,Vegetarian,39.5
1325,224,2024-10-04,Lunch,Vegetarian,28.39
1326,224,2024-10-08,Lunch,Vegetarian,32.97
1327,224,2024-09-24,Dinner,Vegetarian,47.67
1328,224,2024-09-22,Breakfast,Vegetarian,24.94
1329,225,2024-09-06,Dinner,Vegetarian,21.8
1330,225,2024-09-05,Dinner,Vegetarian,15.29
1331,225,2024-09-01,Breakfast,Vegetarian,39.32
1332,225,2024-09-07,Lunch,Vegetarian,21.69
1333,225,2024-09-01,Breakfast,Vegetarian,39.43
1334,225,2024-09-04,Breakfast,Vegetarian,45.02
1335,225,2024-09-01,Dinner,Vegetarian,22.0
1336,225,2024-09-07,Dinner,Vegetarian,23.37
1337,225,2024-09-07,Dinner,Vegetarian,46.59
1338,225,2024-09-05,Breakfast,Vegetarian,29.08
1339,226,2024-04-03,Lunch,Keto,11.8
1340,226,2024-04-04,Lunch,Keto,27.53
1341,226,2024-04-03,Lunch,Keto,25.02
1342,226,2024-04-06,Breakfast,Keto,40.42
1343,226,2024-04-03,Dinner,Keto,25.81
1344,227,2024-05-04,Breakfast,Keto,12.51
1345,227,2024-05-23,Dinner,Keto,46.08
1346,227,2024-05-12,Dinner,Keto,49.08
1347,227,2024-05-22,Dinner,Keto,35.12
1348,227,2024-05-04,Breakfast,Keto,12.05
1349,227,2024-05-31,Breakfast,Keto,18.67
1350,227,2024-05-14,Lunch,Keto,46.95
1351,227,2024-05-09,Breakfast,Keto,25.29
1352,227,2024-05-23,Lunch,Keto,28.76
1353,228,2024-02-27,Lunch,None,33.25
1354,228,2024-02-25,Dinner,None,39.93
1355,229,2024-08-31,Breakfast,None,21.85
1356,229,2024-09-22,Breakfast,None,22.66
1357,229,2024-09-21,Lunch,None,40.38
1358,229,2024-09-16,Breakfast,None,11.64
1359,229,2024-08-27,Dinner,None,27.4
1360,229,2024-08-30,Breakfast,None,46.32
1361,229,2024-09-14,Breakfast,None,32.67
1362,229,2024-09-01,Dinner,None,10.28
1363,229,2024-08-28,Dinner,None,37.32
1364,230,2023-12-25,Breakfast,Vegetarian,23.13
1365,230,2023-12-29,Dinner,Vegetarian,48.35
1366,230,2023-12-29,Dinner,Vegetarian,12.11
1367,230,2023-12-26,Lunch,Vegetarian,25.48
1368,230,2023-12-27,Breakfast,Vegetarian,39.39
1369,231,2024-10-18,Breakfast,Vegetarian,10.83
1370,231,2024-10-16,Dinner,Vegetarian,15.36
1371,231,2024-10-14,Lunch,Vegetarian,45.82
1372,231,2024-10-13,Dinner,Vegetarian,42.12
1373,231,2024-10-19,Dinner,Vegetarian,37.91
1374,231,2024-10-14,Breakfast,Vegetarian,33.54
1375,231,2024-10-18,Dinner,Vegetarian,24.51
1376,231,2024-10-16,Dinner,Vegetarian,15.78
1377,231,2024-10-16,Dinner,Vegetarian,39.38
1378,231,2024-10-19,Breakfast,Vegetarian,38.17
1379,232,2024-10-02,Lunch,Gluten-Free,45.74
1380,232,2024-10-06,Dinner,Gluten-Free,41.91
1381,232,2024-09-25,Lunch,Gluten-Free,12.12
1382,232,2024-10-08,Breakfast,Gluten-Free,30.54
1383,232,2024-09-16,Dinner,Gluten-Free,36.4
1384,232,2024-09-26,Lunch,Gluten-Free,45.68
1385,232,2024-09-24,Breakfast,Gluten-Free,23.25
1386,232,2024-09-17,Breakfast,Gluten-Free,28.92
1387,232,2024-09-24,Breakfast,Gluten-Free,21.67
1388,233,2024-03-18,Lunch,None,28.43
1389,233,2024-03-20,Lunch,None,46.89
1390,233,2024-03-18,Lunch,None,38.14
1391,233,2024-03-21,Breakfast,None,18.97
1392,233,2024-03-18,Dinner,None,39.8
1393,233,2024-03-19,Dinner,None,28.97
1394,233,2024-03-18,Dinner,None,46.47
1395,233,2024-03-21,Lunch,None,43.21
1396,234,2024-07-13,Breakfast,Keto,23.66
1397,234,2024-07-07,Lunch,Keto,14.92
1398,234,2024-07-07,Lunch,Keto,46.18
1399,234,2024-07-09,Lunch,Keto,12.2
1400,234,2024-07-10,Dinner,Keto,20.26
1401,234,2024-07-10,Lunch,Keto,25.11
1402,234,2024-07-10,Breakfast,Keto,32.43
1403,234,2024-07-08,Lunch,Keto,41.98
1404,234,2024-07-08,Breakfast,Keto,46.19
1405,235,2023-12-14,Lunch,Vegan,47.69
1406,235,2023-12-04,Breakfast,Vegan,27.29
1407,236,2024-06-07,Dinner,Keto,22.64
1408,236,2024-06-08,Dinner,Keto,37.62
1409,236,2024-06-11,Lunch,Keto,21.69
1410,236,2024-06-10,Breakfast,Keto,21.79
1411,237,2024-05-02,Dinner,Keto,38.21
1412,237,2024-05-02,Breakfast,Keto,34.6
1413,237,2024-04-28,Lunch,Keto,29.11
1414,237,2024-04-26,Dinner,Keto,25.25
1415,237,2024-04-28,Lunch,Keto,38.4
1416,237,2024-04-29,Lunch,Keto,42.29
1417,237,2024-04-26,Breakfast,Keto,23.68
1418,237,2024-05-01,Dinner,Keto,15.74
1419,238,2024-04-11,Dinner,Gluten-Free,18.62
1420,238,2024-04-06,Breakfast,Gluten-Free,19.91
1421,238,2024-04-09,Lunch,Gluten-Free,35.21
1422,238,2024-04-06,Breakfast,Gluten-Free,44.93
1423,238,2024-04-08,Dinner,Gluten-Free,28.44
1424,238,2024-04-10,Dinner,Gluten-Free,14.61
1425,239,2024-08-17,Breakfast,Keto,47.21
1426,239,2024-08-14,Lunch,Keto,36.25
1427,239,2024-08-12,Lunch,Keto,30.47
1428,239,2024-08-13,Lunch,Keto,34.81
1429,240,2024-02-08,Lunch,Keto,46.92
1430,241,2024-02-23,Dinner,Vegan,48.2
1431,241,2024-02-12,Dinner,Vegan,15.77
1432,241,2024-02-23,Lunch,Vegan,43.58
1433,241,2024-01-29,Breakfast,Vegan,41.01
1434,241,2024-02-20,Lunch,Vegan,44.28
1435,241,2024-01-25,Breakfast,Vegan,19.54
1436,242,2024-10-04,Lunch,Gluten-Free,16.16
1437,242,2024-09-30,Breakfast,Gluten-Free,20.17
1438,242,2024-10-06,Breakfast,Gluten-Free,46.0
1439,242,2024-10-04,Breakfast,Gluten-Free,45.46
1440,242,2024-10-03,Breakfast,Gluten-Free,39.77
1441,242,2024-10-01,Lunch,Gluten-Free,31.48
1442,242,2024-10-02,Lunch,Gluten-Free,45.15
1443,242,2024-10-02,Lunch,Gluten-Free,26.18
1444,243,2024-10-02,Breakfast,Keto,29.02
1445,243,2024-10-04,Breakfast,Keto,12.28
1446,243,2024-10-01,Dinner,Keto,44.53
1447,243,2024-10-05,Dinner,Keto,49.94
1448,243,2024-09-30,Dinner,Keto,30.73
1449,244,2024-11-19,Dinner,Gluten-Free,24.04
1450,244,2024-11-19,Dinner,Gluten-Free,15.25
1451,244,2024-11-20,Dinner,Gluten-Free,25.52
1452,244,2024-11-20,Dinner,Gluten-Free,32.52
1453,244,2024-11-21,Lunch,Gluten-Free,17.21
1454,244,2024-11-22,Breakfast,Gluten-Free,38.93
1455,245,2024-11-17,Breakfast,Vegetarian,46.36
1456,245,2024-11-19,Breakfast,Vegetarian,25.47
1457,245,2024-11-20,Dinner,Vegetarian,31.3
1458,245,2024-11-19,Lunch,Vegetarian,46.79
1459,245,2024-11-22,Breakfast,Vegetarian,44.05
1460,245,2024-11-19,Lunch,Vegetarian,26.59
1461,245,2024-11-16,Breakfast,Vegetarian,38.17
1462,245,2024-11-17,Breakfast,Vegetarian,42.84
1463,245,2024-11-17,Breakfast,Vegetarian,42.71
1464,246,2024-11-03,Lunch,Keto,24.14
1465,246,2024-11-03,Breakfast,Keto,26.95
1466,246,2024-11-05,Dinner,Keto,13.34
1467,246,2024-11-03,Dinner,Keto,17.55
1468,246,2024-11-06,Lunch,Keto,45.75
1469,246,2024-11-01,Lunch,Keto,31.62
1470,246,2024-11-06,Dinner,Keto,34.76
1471,246,2024-11-07,Dinner,Keto,10.06
1472,246,2024-11-04,Dinner,Keto,30.36
1473,247,2024-11-20,Dinner,None,37.29
1474,247,2024-11-23,Lunch,None,35.27
1475,247,2024-11-21,Dinner,None,25.95
1476,248,2023-12-09,Breakfast,Vegetarian,19.38
1477,248,2023-12-08,Lunch,Vegetarian,18.48
1478,248,2023-12-27,Dinner,Vegetarian,35.69
1479,248,2023-12-24,Breakfast,Vegetarian,48.99
1480,248,2023-12-15,Breakfast,Vegetarian,24.99
1481,249,2024-06-16,Breakfast,Keto,39.06
1482,249,2024-06-15,Dinner,Keto,15.73
1483,249,2024-06-14,Breakfast,Keto,29.67
1484,249,2024-06-14,Lunch,Keto,24.53
1485,249,2024-06-16,Lunch,Keto,43.08
1486,250,2024-10-30,Breakfast,Gluten-Free,37.85
1487,250,2024-10-18,Lunch,Gluten-Free,27.24
1488,250,2024-10-08,Dinner,Gluten-Free,22.48
1489,250,2024-10-19,Dinner,Gluten-Free,21.93
1490,251,2024-11-13,Breakfast,Gluten-Free,28.57
1491,251,2024-11-16,Lunch,Gluten-Free,20.8
1492,251,2024-11-16,Breakfast,Gluten-Free,39.42
1493,251,2024-11-12,Lunch,Gluten-Free,41.28
1494,252,2024-09-03,Lunch,Keto,37.04
1495,252,2024-08-15,Dinner,Keto,40.3
1496,252,2024-08-16,Dinner,Keto,10.49
1497,253,2024-06-01,Lunch,Vegan,12.51
1498,253,2024-06-07,Dinner,Vegan,20.1
1499,253,2024-06-04,Breakfast,Vegan,22.37
1500,253,2024-06-01,Lunch,Vegan,38.65
1501,253,2024-05-28,Breakfast,Vegan,40.83
1502,254,2024-05-21,Breakfast,Gluten-Free,41.09
1503,254,2024-05-24,Lunch,Gluten-Free,28.55
1504,254,2024-05-25,Breakfast,Gluten-Free,24.28
1505,254,2024-05-22,Dinner,Gluten-Free,46.51
1506,255,2024-11-24,Breakfast,Vegan,46.53
1507,256,2024-11-07,Lunch,Vegan,43.37
1508,256,2024-11-29,Lunch,Vegan,36.4
1509,256,2024-11-30,Lunch,Vegan,40.1
1510,256,2024-11-19,Lunch,Vegan,47.5
1511,256,2024-11-11,Breakfast,Vegan,48.09
1512,257,2024-08-14,Lunch,Gluten-Free,15.01
1513,257,2024-08-06,Dinner,Gluten-Free,33.78
1514,257,2024-08-12,Dinner,Gluten-Free,44.46
1515,258,2024-04-14,Lunch,Vegan,28.02
1516,258,2024-04-17,Dinner,Vegan,11.15
1517,258,2024-04-15,Lunch,Vegan,11.86
1518,258,2024-04-16,Lunch,Vegan,43.25
1519,258,2024-04-18,Dinner,Vegan,45.69
1520,258,2024-04-14,Lunch,Vegan,38.1
1521,258,2024-04-14,Dinner,Vegan,18.55
1522,258,2024-04-18,Dinner,Vegan,32.51
1523,258,2024-04-14,Dinner,Vegan,15.57
1524,259,2024-02-04,Breakfast,None,39.65
1525,259,2024-01-30,Dinner,None,37.88
1526,259,2024-02-01,Lunch,None,28.6
1527,259,2024-02-01,Breakfast,None,28.73
1528,259,2024-02-05,Dinner,None,39.59
1529,259,2024-01-31,Lunch,None,30.7
1530,259,2024-02-03,Breakfast,None,17.82
1531,259,2024-02-03,Lunch,None,43.35
1532,260,2023-12-25,Dinner,Vegetarian,43.22
1533,260,2023-12-20,Dinner,Vegetarian,13.93
1534,260,2023-12-26,Lunch,Vegetarian,33.16
1535,260,2023-12-22,Breakfast,Vegetarian,38.38
1536,260,2023-12-23,Breakfast,Vegetarian,24.31
1537,260,2023-12-26,Breakfast,Vegetarian,42.56
1538,260,2023-12-23,Breakfast,Vegetarian,29.11
1539,261,2024-03-26,Breakfast,Gluten-Free,18.31
1540,261,2024-03-11,Dinner,Gluten-Free,31.88
1541,261,2024-03-29,Lunch,Gluten-Free,48.99
1542,261,2024-03-17,Lunch,Gluten-Free,31.5
1543,261,2024-03-17,Lunch,Gluten-Free,43.04
1544,261,2024-03-15,Breakfast,Gluten-Free,30.79
1545,262,2024-07-19,Dinner,Vegan,33.63
1546,262,2024-07-16,Breakfast,Vegan,42.84
1547,262,2024-07-20,Dinner,Vegan,40.77
1548,262,2024-07-19,Dinner,Vegan,17.46
1549,262,2024-07-17,Lunch,Vegan,38.26
1550,262,2024-07-19,Lunch,Vegan,37.98
1551,262,2024-07-21,Breakfast,Vegan,24.6
1552,263,2024-10-21,Breakfast,None,19.55
1553,263,2024-10-21,Breakfast,None,38.97
1554,263,2024-10-24,Lunch,None,16.03
1555,263,2024-10-25,Dinner,None,23.6
1556,263,2024-10-21,Breakfast,None,49.53
1557,263,2024-10-22,Breakfast,None,40.43
1558,263,2024-10-24,Dinner,None,22.0
1559,263,2024-10-22,Breakfast,None,19.06
1560,264,2024-02-17,Breakfast,Gluten-Free,24.26
1561,264,2024-02-17,Breakfast,Gluten-Free,33.89
1562,264,2024-02-18,Lunch,Gluten-Free,11.44
1563,264,2024-02-19,Lunch,Gluten-Free,37.51
1564,265,2024-09-14,Dinner,None,36.94
1565,265,2024-09-10,Lunch,None,20.26
1566,265,2024-09-14,Dinner,None,22.72
1567,265,2024-09-10,Breakfast,None,28.76
1568,265,2024-09-14,Breakfast,None,15.94
1569,266,2024-07-26,Dinner,None,16.27
1570,267,2024-06-05,Breakfast,None,26.61
1571,267,2024-06-14,Lunch,None,25.7
1572,267,2024-06-03,Lunch,None,49.36
1573,267,2024-06-01,Breakfast,None,27.06
1574,267,2024-05-23,Lunch,None,34.99
1575,267,2024-06-15,Dinner,None,16.31
1576,267,2024-05-19,Breakfast,None,38.5
1577,268,2024-01-16,Lunch,Keto,19.97
1578,268,2024-01-19,Dinner,Keto,25.2
1579,268,2024-01-28,Lunch,Keto,11.25
1580,268,2024-01-27,Breakfast,Keto,10.04
1581,268,2024-01-10,Lunch,Keto,35.18
1582,268,2024-01-20,Breakfast,Keto,48.45
1583,268,2024-01-19,Lunch,Keto,20.72
1584,268,2024-01-07,Breakfast,Keto,37.06
1585,269,2024-12-04,Lunch,Gluten-Free,25.54
1586,269,2024-11-16,Lunch,Gluten-Free,36.19
1587,269,2024-11-25,Dinner,Gluten-Free,27.58
1588,269,2024-11-10,Dinner,Gluten-Free,35.59
1589,269,2024-12-03,Breakfast,Gluten-Free,12.67
1590,269,2024-11-20,Dinner,Gluten-Free,30.0
1591,269,2024-11-10,Lunch,Gluten-Free,38.99
1592,270,2024-07-18,Lunch,Vegetarian,32.38
1593,270,2024-07-13,Lunch,Vegetarian,31.65
1594,270,2024-07-18,Breakfast,Vegetarian,38.86
1595,270,2024-07-13,Breakfast,Vegetarian,46.85
1596,271,2024-10-24,Dinner,Vegetarian,34.67
1597,271,2024-10-25,Dinner,Vegetarian,10.32
1598,271,2024-10-27,Dinner,Vegetarian,18.38
1599,271,2024-10-26,Lunch,Vegetarian,24.52
1600,272,2024-03-29,Lunch,Keto,34.92
1601,272,2024-04-02,Dinner,Keto,47.75
1602,272,2024-04-01,Dinner,Keto,24.72
1603,272,2024-04-01,Breakfast,Keto,42.82
1604,272,2024-04-02,Dinner,Keto,22.14
1605,272,2024-03-30,Lunch,Keto,44.96
1606,272,2024-04-04,Dinner,Keto,28.59
1607,272,2024-03-29,Breakfast,Keto,20.71
1608,272,2024-03-31,Breakfast,Keto,39.02
1609,272,2024-03-31,Breakfast,Keto,40.61
1610,273,2024-04-09,Lunch,Keto,23.3
1611,273,2024-04-10,Lunch,Keto,36.45
1612,273,2024-04-07,Lunch,Keto,18.54
1613,273,2024-04-12,Dinner,Keto,42.7
1614,274,2024-06-06,Lunch,Vegan,13.04
1615,274,2024-05-17,Lunch,Vegan,10.08
1616,274,2024-06-07,Dinner,Vegan,33.83
1617,274,2024-05-26,Breakfast,Vegan,35.69
1618,274,2024-06-08,Dinner,Vegan,20.91
1619,274,2024-05-27,Lunch,Vegan,29.47
1620,274,2024-05-20,Dinner,Vegan,40.2
1621,274,2024-06-07,Dinner,Vegan,34.92
1622,275,2024-01-10,Lunch,None,36.48
1623,275,2024-01-11,Dinner,None,21.31
1624,275,2024-01-07,Lunch,None,38.37
1625,275,2024-01-26,Breakfast,None,25.73
1626,276,2024-10-23,Breakfast,Vegan,28.63
1627,276,2024-10-13,Breakfast,Vegan,36.56
1628,276,2024-10-03,Breakfast,Vegan,26.18
1629,276,2024-10-03,Dinner,Vegan,15.2
1630,276,2024-10-08,Dinner,Vegan,40.53
1631,276,2024-10-02,Breakfast,Vegan,35.34
1632,276,2024-10-19,Breakfast,Vegan,35.76
1633,276,2024-10-03,Breakfast,Vegan,15.63
1634,276,2024-10-05,Breakfast,Vegan,43.8
1635,276,2024-10-09,Dinner,Vegan,42.78
1636,277,2024-06-05,Dinner,None,26.46
1637,277,2024-06-07,Breakfast,None,35.41
1638,277,2024-06-05,Lunch,None,41.75
1639,278,2024-02-17,Lunch,None,41.97
1640,278,2024-02-20,Dinner,None,27.02
1641,278,2024-02-17,Breakfast,None,20.69
1642,279,2024-02-04,Breakfast,Gluten-Free,17.38
1643,279,2024-02-04,Lunch,Gluten-Free,33.9
1644,279,2024-02-04,Lunch,Gluten-Free,40.7
1645,279,2024-02-05,Breakfast,Gluten-Free,37.8
1646,279,2024-02-03,Lunch,Gluten-Free,27.2
1647,279,2024-02-03,Lunch,Gluten-Free,36.5
1648,279,2024-01-31,Lunch,Gluten-Free,26.9
1649,280,2023-12-09,Lunch,Gluten-Free,32.87
1650,280,2023-12-06,Dinner,Gluten-Free,21.38
1651,280,2023-12-07,Lunch,Gluten-Free,40.5
1652,281,2024-04-25,Dinner,None,41.89
1653,281,2024-04-28,Breakfast,None,48.77
1654,281,2024-04-30,Lunch,None,40.59
1655,281,2024-04-23,Lunch,None,36.99
1656,281,2024-04-11,Breakfast,None,45.23
1657,281,2024-04-23,Dinner,None,17.09
1658,281,2024-04-27,Dinner,None,16.6
1659,282,2024-04-25,Lunch,Vegan,23.26
1660,282,2024-04-22,Dinner,Vegan,12.4
1661,282,2024-04-27,Dinner,Vegan,46.14
1662,282,2024-04-23,Lunch,Vegan,24.23
1663,282,2024-04-22,Breakfast,Vegan,47.88
1664,282,2024-04-24,Breakfast,Vegan,20.24
1665,282,2024-04-25,Breakfast,Vegan,20.1
1666,282,2024-04-22,Dinner,Vegan,11.09
1667,283,2024-08-19,Dinner,None,29.48
1668,283,2024-08-22,Dinner,None,32.55
1669,283,2024-08-25,Lunch,None,36.24
1670,283,2024-08-22,Lunch,None,42.58
1671,283,2024-07-31,Dinner,None,12.14
1672,283,2024-08-19,Lunch,None,41.91
1673,283,2024-08-14,Lunch,None,47.39
1674,284,2024-05-08,Dinner,Keto,48.61
1675,284,2024-05-04,Breakfast,Keto,42.28
1676,284,2024-05-09,Dinner,Keto,22.99
1677,284,2024-04-30,Dinner,Keto,17.76
1678,284,2024-05-19,Dinner,Keto,15.71
1679,285,2024-04-30,Lunch,Keto,45.48
1680,285,2024-04-25,Lunch,Keto,13.17
1681,285,2024-05-01,Dinner,Keto,17.82
1682,285,2024-04-10,Lunch,Keto,18.85
1683,285,2024-05-06,Dinner,Keto,13.4
1684,285,2024-04-23,Dinner,Keto,37.96
1685,285,2024-04-16,Breakfast,Keto,16.82
1686,285,2024-04-24,Dinner,Keto,45.81
1687,286,2024-06-10,Lunch,Keto,36.04
1688,286,2024-06-08,Breakfast,Keto,34.21
1689,286,2024-06-12,Breakfast,Keto,23.66
1690,286,2024-06-13,Lunch,Keto,35.88
1691,286,2024-06-10,Lunch,Keto,24.51
1692,286,2024-06-10,Lunch,Keto,34.51
1693,286,2024-06-12,Lunch,Keto,20.74
1694,286,2024-06-12,Breakfast,Keto,30.74
1695,286,2024-06-13,Dinner,Keto,14.18
1696,286,2024-06-08,Lunch,Keto,32.86
1697,287,2024-02-07,Breakfast,Vegan,42.56
1698,287,2024-01-28,Breakfast,Vegan,17.21
1699,287,2024-02-16,Lunch,Vegan,23.58
1700,288,2024-06-15,Dinner,Gluten-Free,37.86
1701,288,2024-06-14,Lunch,Gluten-Free,35.92
1702,288,2024-06-12,Breakfast,Gluten-Free,25.12
1703,289,2024-11-06,Breakfast,Vegan,43.58
1704,289,2024-10-31,Breakfast,Vegan,17.98
1705,289,2024-11-02,Lunch,Vegan,49.73
1706,289,2024-11-01,Lunch,Vegan,36.14
1707,290,2024-10-03,Dinner,Keto,16.43
1708,291,2024-07-18,Dinner,Keto,36.99
1709,291,2024-07-14,Dinner,Keto,14.95
1710,291,2024-07-16,Dinner,Keto,25.73
1711,291,2024-07-15,Breakfast,Keto,46.1
1712,291,2024-07-13,Breakfast,Keto,37.13
1713,292,2024-06-06,Breakfast,Keto,45.08
1714,292,2024-06-10,Dinner,Keto,27.45
1715,292,2024-06-05,Lunch,Keto,12.36
1716,293,2024-07-26,Dinner,Vegetarian,22.62
1717,293,2024-07-26,Dinner,Vegetarian,11.64
1718,293,2024-07-31,Lunch,Vegetarian,19.95
1719,293,2024-07-25,Lunch,Vegetarian,48.42
